,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
832,australia,2008,406.813,0.43,19.06,"229,450","214,639","9,994.4","54,067","7,973","19,606",8.54%,"21,476,000"
833,australia,2007,403.034,0.44,19.24,"229,391","214,773","10,219.5","53,142","7,824","20,866",9.10%,"21,016,000"
834,australia,2006,392.485,0.44,19.08,"219,830","204,131","9,895.8","50,389","7,366","21,481",9.77%,"20,628,000"
835,australia,2005,386.367,0.45,19.09,"215,489","200,137","9,853.2","49,878","7,210","19,950",9.26%,"20,312,000"
836,australia,2004,382.519,0.46,19.18,"222,987","205,162","10,234.6","51,173","8,902","18,520",8.31%,"20,046,000"
837,australia,2003,368.790,0.46,18.72,"213,541","200,582","10,116.6","50,990","8,643","18,509",8.67%,"19,827,000"
838,australia,2002,369.723,0.47,18.98,"214,623","199,561","10,179.1","49,728","8,492","17,712",8.25%,"19,605,000"
839,australia,2001,361.359,0.48,18.75,"211,522","193,371","9,974.8","47,003","8,391","18,001",8.51%,"19,386,000"
840,australia,2000,354.764,0.48,18.61,"197,950","182,970","9,559.0","46,204","8,191","17,422",8.80%,"19,141,000"
841,australia,1999,349.020,0.49,18.50,"191,630","176,177","9,312.2","45,539","7,704","17,701",9.24%,"18,919,000"
842,australia,1998,343.730,0.51,18.42,"185,410","172,088","9,199.6","44,335","7,704","16,702",9.01%,"18,706,000"
843,australia,1997,322.794,0.50,17.48,"173,354","161,721","8,737.0","43,148","7,704","17,733",10.23%,"18,510,000"
844,australia,1996,313.745,0.51,17.17,"168,068","156,546","8,540.4","42,472","7,665","16,575",9.86%,"18,330,000"
845,australia,1995,303.210,0.51,16.77,"163,841","152,334","8,407.0","41,789","7,624","16,469",10.05%,"18,120,000"
846,australia,1994,293.114,0.51,16.39,"158,368","147,502","8,243.6","41,141","7,610","16,879",10.66%,"17,893,000"
847,australia,1993,287.664,0.52,16.26,"154,646","143,988","8,126.2","39,518","7,527","17,164",11.10%,"17,719,000"
848,australia,1992,283.563,0.53,16.22,"150,759","140,133","7,981.6","38,394","7,527","15,874",10.53%,"17,557,000"
849,australia,1991,280.200,0.53,16.22,"148,367","137,996","7,940.4","37,684","7,382","16,433",11.08%,"17,379,000"
850,australia,1990,278.198,0.52,16.32,"146,187","135,404","7,886.1","38,119","7,381","14,756",10.09%,"17,170,000"
851,australia,1989,274.866,,16.37,"139,221","128,119","7,564.4","35,165","7,381","15,111",10.85%,"16,937,000"
852,australia,1988,259.149,,15.68,"130,920","120,921","7,246.4","34,939","7,381","14,110",10.78%,"16,687,000"
853,australia,1987,250.335,,15.40,"121,915","111,642","6,809.5","34,593","7,264","13,863",11.37%,"16,395,000"
854,australia,1986,239.176,,14.96,"116,272","106,969","6,628.0","33,349","7,149","14,772",12.70%,"16,139,000"
855,australia,1985,238.722,,15.18,"110,425","99,889","6,281.9","32,695","6,913","13,929",12.61%,"15,901,000"
856,australia,1984,224.314,,14.48,"103,716","95,546","6,094.7","31,230","6,663","12,375",11.93%,"15,677,000"
857,australia,1983,218.507,,14.32,"98,048","89,591","5,786.4","28,635","6,333","12,411",12.66%,"15,483,000"
858,australia,1982,230.077,,15.30,"96,736","88,356","5,779.1","28,016","6,333","13,961",14.43%,"15,289,000"
859,australia,1981,223.785,,15.08,"92,911","81,717","5,433.7","25,938","6,253","14,335",15.43%,"15,039,000"
860,australia,1980,222.778,,15.21,"87,393","78,227","5,284.9","24,142","6,103","13,214",15.12%,"14,802,000"
861,canada,2020,542.787,0.31,14.43,"630,152","539,815","14,203.7",,"102,128","433,686",68.82%,"38,246,108"
862,canada,2019,595.390,0.32,15.97,"633,604","552,792","14,704.5","146,881","101,505","425,950",67.23%,"38,005,238"
863,canada,2018,591.071,0.33,15.99,"637,238","554,930","14,971.8","145,512","100,136","429,731",67.44%,"37,593,384"
864,canada,2017,584.798,0.33,15.97,"645,440","547,886","14,992.0","144,651","99,175","437,411",67.77%,"37,065,178"
865,canada,2016,585.508,0.34,16.13,"646,048","549,710","15,223.4","142,963","97,362","426,463",66.01%,"36,545,295"
866,canada,2015,595.405,0.35,16.56,"639,674","544,229","15,243.3","140,324","95,493","417,608",65.28%,"36,109,487"
867,canada,2014,593.706,0.35,16.67,"636,468","559,838","15,797.9","132,190","88,900","414,456",65.12%,"35,702,908"
868,canada,2013,586.737,0.36,16.64,"640,444","563,538","16,063.0","129,112","85,918","419,909",65.57%,"35,437,435"
869,canada,2012,577.349,0.36,16.54,"615,846","542,858","15,637.9","129,587","84,005","401,245",65.15%,"35,082,954"
870,canada,2011,579.711,0.37,16.78,"615,192","551,990","16,074.6","129,232","82,837","394,559",64.14%,"34,714,222"
871,canada,2010,566.976,0.37,16.59,"585,822","534,218","15,710.0","128,645","80,833","369,044",63.00%,"34,339,328"
872,canada,2009,550.437,0.37,16.29,"596,988","537,044","15,969.7","128,011","79,605","381,483",63.90%,"34,004,889"
873,canada,2008,583.863,0.38,17.48,"614,730","559,070","16,815.6","126,466","78,285","384,724",62.58%,"33,628,895"
874,canada,2007,604.426,0.40,18.30,"612,876","560,760","17,050.1","125,325","76,752","375,420",61.26%,"33,247,118"
875,canada,2006,572.026,0.41,17.52,"592,531","550,194","16,892.1","124,148","75,824","360,554",60.85%,"32,889,025"
876,canada,2005,579.495,0.43,17.95,"606,362","560,379","17,379.5","122,450","74,235","369,095",60.87%,"32,571,174"
877,canada,2004,567.758,0.44,17.77,"582,310","534,064","16,720.5","119,738","73,168","347,245",59.63%,"32,243,753"
878,canada,2003,574.958,0.46,18.18,"572,288","528,233","16,693.0","118,958","72,623","344,012",60.11%,"31,940,655"
879,canada,2002,555.389,0.46,17.73,"583,843","513,185","16,364.3","114,382","70,990","356,560",61.07%,"31,644,028"
880,canada,2001,548.612,0.47,17.68,"572,265","505,604","16,298.8","111,940","68,716","338,986",59.24%,"31,360,079"
881,canada,2000,557.751,0.49,18.15,"588,327","505,226","16,464.5","110,707","68,694","363,462",61.78%,"31,020,902"
882,canada,1999,535.952,0.49,17.60,"563,107","490,034","16,118.9","109,007","66,944","350,611",62.26%,"30,685,730"
883,canada,1998,525.848,0.50,17.42,"546,056","479,436","15,899.0","108,035","66,778","336,004",61.53%,"30,401,286"
884,canada,1997,519.026,0.51,17.36,"557,962","482,487","16,133.5","110,484","66,646","354,192",63.48%,"30,155,173"
885,canada,1996,502.078,0.51,16.95,"557,591","473,653","15,996.3","114,343","65,481","358,051",64.21%,"29,905,948"
886,canada,1995,488.793,0.50,16.67,"544,484","466,699","15,927.0","112,916","64,573","338,321",62.14%,"29,610,218"
887,canada,1994,475.403,0.50,16.38,"540,122","459,642","15,849.4","112,081","62,941","332,298",61.52%,"29,302,311"
888,canada,1993,458.127,0.50,15.96,"518,405","455,061","15,864.2","107,838","61,230","325,277",62.75%,"29,000,663"
889,canada,1992,458.992,0.52,16.17,"505,847","444,725","15,675.2","108,265","61,485","317,771",62.82%,"28,684,764"
890,canada,1991,446.473,0.51,15.92,"494,452","439,871","15,688.7","104,852","60,052","309,299",62.55%,"28,371,264"
891,canada,1990,453.596,0.51,16.38,"468,889","433,828","15,666.7","103,652","59,195","297,854",63.52%,"28,037,420"
892,canada,1989,478.135,,17.50,"485,342","434,632","15,934.2","97,163","57,924","290,950",59.95%,"27,691,138"
893,canada,1988,462.244,,17.15,"491,189","422,243","15,760.2","96,049","57,342","305,828",62.26%,"27,276,781"
894,canada,1987,430.742,,16.21,"484,209","405,238","15,322.9","98,889","57,926","315,392",65.14%,"26,791,747"
895,canada,1986,418.631,,15.97,"457,507","389,392","14,919.1","96,695","56,800","309,430",67.63%,"26,446,601"
896,canada,1985,428.701,,16.57,"447,981","372,375","14,409.6","94,026","55,705","302,397",67.50%,"26,100,278"
897,canada,1984,428.493,,16.76,"426,983","356,708","13,930.1","93,245","54,949","285,593",66.89%,"25,842,116"
898,canada,1983,409.097,,16.17,"397,358","331,646","13,074.2","86,911","51,500","265,344",66.78%,"25,607,053"
899,canada,1982,413.460,,16.51,"378,430","319,166","12,707.2","84,170","50,007","257,217",67.97%,"25,366,451"
900,canada,1981,433.229,,17.48,"380,221","319,060","12,855.0","81,597","49,367","264,940",69.68%,"25,116,942"
901,canada,1980,452.903,,18.46,"367,797","309,480","12,623.8","79,186","47,919","252,233",68.58%,"24,819,915"
902,south-korea,2020,621.468,0.28,12.07,"549,868","531,258","10,259.7",,"19,765","41,610",7.57%,"51,781,000"
903,south-korea,2019,663.005,0.30,12.91,"558,982","539,982","10,442.7","124,871","16,866","30,528",5.46%,"51,709,000"
904,south-korea,2018,683.098,0.32,13.35,"552,800","534,617","10,359.4","120,873","13,591","25,677",4.64%,"51,607,000"
905,south-korea,2017,671.379,0.32,13.17,"530,550","511,760","9,963.8","117,259","11,935","20,907",3.94%,"51,362,000"
906,south-korea,2016,660.610,0.32,13.01,"527,175","508,700","9,932.1","111,160","9,818","17,523",3.32%,"51,218,000"
907,south-korea,2015,643.238,0.32,12.71,"517,744","499,765","9,796.4","103,205","7,591","12,077",2.33%,"51,015,000"
908,south-korea,2014,624.612,0.32,12.40,"514,218","495,948","9,773.0","99,815","6,000","10,003",1.95%,"50,747,000"
909,south-korea,2013,629.941,0.34,12.56,"506,707","488,396","9,684.8","91,481","4,501","9,796",1.93%,"50,429,000"
910,south-korea,2012,632.744,0.35,12.67,"500,485","483,193","9,625.4","87,847","3,577","7,936",1.59%,"50,200,000"
911,south-korea,2011,629.560,0.36,12.66,"490,446","473,016","9,472.3","84,683","3,176","8,253",1.68%,"49,937,000"
912,south-korea,2010,598.902,0.35,12.09,"468,452","450,418","9,089.4","85,681","2,895","6,524",1.39%,"49,554,000"
913,south-korea,2009,552.484,0.35,11.19,"426,002","409,232","8,299.5","80,599","2,653","4,748",1.11%,"49,308,000"
914,south-korea,2008,544.394,0.34,11.06,"419,006","402,900","8,213.2","79,791","2,406","4,364",1.04%,"49,055,000"
915,south-korea,2007,534.168,0.35,10.89,"402,366","387,021","7,949.7","73,109","2,007","4,622",1.15%,"48,684,000"
916,south-korea,2006,523.001,0.36,10.70,"379,072","364,485","7,524.8","69,820","1,940","4,057",1.07%,"48,438,000"
917,south-korea,2005,516.456,0.37,10.60,"363,922","350,194","7,267.7","66,172","1,784","4,075",1.12%,"48,185,000"
918,south-korea,2004,516.738,0.39,10.65,"345,720","332,926","6,924.0","63,666","1,706","4,712",1.36%,"48,083,000"
919,south-korea,2003,497.133,0.40,10.30,"323,924","312,892","6,533.3","60,854","1,682","5,133",1.58%,"47,892,000"
920,south-korea,2002,493.262,0.40,10.28,"310,304","296,400","6,221.0","58,171","1,682","3,454",1.11%,"47,645,000"
921,south-korea,2001,497.638,0.44,10.43,"291,345","279,255","5,895.2","56,987","1,698","4,238",1.45%,"47,370,000"
922,south-korea,2000,483.984,0.45,10.21,"271,993","259,542","5,521.2","52,967","1,619","4,085",1.50%,"47,008,000"
923,south-korea,1999,425.503,0.43,9.05,"222,087","212,019","4,548.1","50,812","1,548","4,225",1.90%,"46,617,000"
924,south-korea,1998,390.523,0.44,8.38,"225,012","212,458","4,590.0","48,264","1,531","4,301",1.91%,"46,287,000"
925,south-korea,1997,454.574,0.49,9.84,"229,221","218,276","4,749.9","44,744","1,515","2,868",1.25%,"45,954,000"
926,south-korea,1996,431.397,0.49,9.43,"210,455","199,951","4,392.1","38,369","1,494","2,806",1.33%,"45,525,000"
927,south-korea,1995,405.073,0.50,8.94,"188,888","180,038","3,992.6","32,533","1,493","2,984",1.58%,"45,093,000"
928,south-korea,1994,372.673,0.50,8.31,"170,768","163,296","3,657.9","29,222","1,493","2,326",1.36%,"44,642,000"
929,south-korea,1993,345.665,0.51,7.80,"134,257","126,065","2,852.5","26,258","1,504","4,188",3.12%,"44,195,000"
930,south-korea,1992,315.404,0.49,7.19,"121,515","118,985","2,719.8","22,725","1,498","3,068",2.52%,"43,748,000"
931,south-korea,1991,296.321,0.49,6.83,"110,207","107,473","2,482.3","19,715","1,445","3,452",3.13%,"43,296,000"
932,south-korea,1990,271.081,0.50,6.32,"98,125","94,492","2,204.2","19,625","1,340","4,638",4.73%,"42,869,000"
933,south-korea,1989,241.208,,5.68,"85,770","81,014","1,908.5","19,602","1,339","2,934",3.42%,"42,449,000"
934,south-korea,1988,229.731,,5.46,"76,907","73,367","1,745.5","18,579","1,236","1,967",2.56%,"42,031,000"
935,south-korea,1987,203.531,,4.88,"66,553","63,546","1,526.7","17,685","1,232","3,925",5.90%,"41,622,000"
936,south-korea,1986,197.856,,4.79,"58,833","55,935","1,357.2","17,787","1,225","3,078",5.23%,"41,214,000"
937,south-korea,1985,190.063,,4.66,"53,468","50,146","1,228.9","15,963","1,223","3,153",5.90%,"40,806,000"
938,south-korea,1984,181.511,,4.50,"49,618","46,327","1,146.5","13,665",802,"1,978",3.99%,"40,406,000"
939,south-korea,1983,161.167,,4.05,"44,911","41,587","1,042.0","12,589",802,"2,272",5.06%,"39,910,000"
940,south-korea,1982,148.187,,3.78,"39,670","36,970",940.1,"9,823",802,"1,560",3.93%,"39,326,000"
941,south-korea,1981,148.488,,3.85,"37,233","34,657",895.0,"9,413",802,"2,257",6.06%,"38,723,000"
942,south-korea,1980,142.001,,3.73,"34,472","32,064",841.1,"9,013",802,"1,539",4.46%,"38,124,000"
943,new-zealand,2020,33.034,0.15,6.83,"44,751",,,,"7,399","36,240",80.98%,"5,087,000"
944,new-zealand,2019,37.312,0.17,7.79,"43,426","41,170","8,257.1","9,265","7,274","35,809",82.46%,"4,986,000"
945,new-zealand,2018,35.645,0.17,7.50,"43,240","40,279","8,216.8","9,340","7,247","36,354",84.08%,"4,902,000"
946,new-zealand,2017,36.606,0.18,7.78,"43,001","40,054","8,318.6","9,306","7,216","35,205",81.87%,"4,815,000"
947,new-zealand,2016,35.231,0.18,7.56,"42,587","39,632","8,401.9","9,290","7,199","36,163",84.92%,"4,717,000"
948,new-zealand,2015,35.752,0.19,7.75,"43,014","40,112","8,695.3","9,448","7,187","34,782",80.86%,"4,613,000"
949,new-zealand,2014,35.939,0.20,7.87,"42,343","39,499","8,738.7","9,788","7,149","33,853",79.95%,"4,520,000"
950,new-zealand,2013,35.026,0.20,7.75,"41,995","39,100","8,792.3","9,583","6,946","31,553",75.14%,"4,447,000"
951,new-zealand,2012,35.251,0.21,7.89,"42,940","39,944","9,055.5","9,745","6,858","31,247",72.77%,"4,411,000"
952,new-zealand,2011,33.309,0.20,7.54,"43,188","40,188","9,162.8","9,588","6,768","33,256",77.00%,"4,386,000"
953,new-zealand,2010,34.022,0.21,7.79,"43,557","40,456","9,293.8","9,489","6,669","32,305",74.17%,"4,353,000"
954,new-zealand,2009,34.129,0.21,7.89,"42,478","39,486","9,172.1","9,340","6,526","30,974",72.92%,"4,305,000"
955,new-zealand,2008,36.846,0.23,8.61,"42,677","39,547","9,279.0","9,342","6,395","27,998",65.60%,"4,262,000"
956,new-zealand,2007,35.900,0.22,8.48,"42,615","39,586","9,367.2","9,409","6,250","28,510",66.90%,"4,226,000"
957,new-zealand,2006,36.937,0.23,8.82,"42,442","39,432","9,422.3","8,858","6,075","27,955",65.87%,"4,185,000"
958,new-zealand,2005,36.984,0.24,8.94,"41,818","38,840","9,390.7","8,845","6,073","27,449",65.64%,"4,136,000"
959,new-zealand,2004,36.212,0.24,8.87,"41,525","38,531","9,423.0","8,832","6,000","30,364",73.12%,"4,089,000"
960,new-zealand,2003,36.580,0.26,9.09,"39,715","36,822","9,141.6","8,539","5,905","26,766",67.39%,"4,028,000"
961,new-zealand,2002,35.792,0.26,9.03,"39,681","36,668","9,280.7","8,512","5,868","28,118",70.86%,"3,951,000"
962,new-zealand,2001,35.594,0.27,9.11,"38,493","35,465","9,123.9","8,487","5,798","24,984",64.91%,"3,887,000"
963,new-zealand,2000,33.599,0.27,8.71,"38,336","35,291","9,142.7","8,388","5,732","27,885",72.74%,"3,860,000"
964,new-zealand,1999,32.399,0.26,8.49,"36,225","33,054","8,614.5","8,452","5,390","26,661",73.60%,"3,837,000"
965,new-zealand,1998,30.685,0.26,8.11,"37,587","35,079","9,192.6","7,616","5,159","27,365",72.80%,"3,816,000"
966,new-zealand,1997,31.065,0.27,8.28,"36,648","33,537","8,865.2","7,390","5,158","26,413",72.07%,"3,783,000"
967,new-zealand,1996,28.578,0.25,7.69,"36,635","32,719","8,762.4","7,292","5,120","28,434",77.62%,"3,734,000"
968,new-zealand,1995,27.296,0.25,7.43,"35,586","31,588","8,593.0","7,507","5,259","29,760",83.63%,"3,676,000"
969,new-zealand,1994,26.628,0.25,7.35,"35,196","31,381","8,664.0","7,388","4,984","28,405",80.71%,"3,622,000"
970,new-zealand,1993,26.153,0.26,7.34,"33,955","30,345","8,490.5","7,139","5,059","26,110",76.90%,"3,574,000"
971,new-zealand,1992,26.318,0.28,7.51,"31,804","28,042","7,937.2","7,131","5,051","23,278",73.19%,"3,533,000"
972,new-zealand,1991,24.573,0.27,7.13,"33,343","29,883","8,547.8","6,701","4,619","25,769",77.28%,"3,496,000"
973,new-zealand,1990,23.901,0.26,7.03,"32,121","28,462","8,356.4","6,806","4,619","25,805",80.34%,"3,406,000"
974,new-zealand,1989,22.364,,6.65,"30,575","27,146","8,064.8","6,921","4,646","24,149",78.98%,"3,366,000"
975,new-zealand,1988,22.283,,6.69,"29,693","26,507","7,957.7","7,240","4,649","24,774",83.43%,"3,331,000"
976,new-zealand,1987,21.027,,6.35,"28,850","25,601","7,755.5","7,240","4,649","23,582",81.74%,"3,301,000"
977,new-zealand,1986,19.779,,6.01,"28,325","25,314","7,736.4","7,239","4,648","23,378",82.53%,"3,272,000"
978,new-zealand,1985,20.746,,6.35,"27,192","24,002","7,403.3","7,289","4,648","20,990",77.19%,"3,242,000"
979,new-zealand,1984,20.214,,6.23,"27,187","23,992","7,471.9","6,831","4,427","21,736",79.95%,"3,211,000"
980,new-zealand,1983,19.763,,6.15,"25,548","22,408","7,048.8","6,225","4,295","21,042",82.36%,"3,179,000"
981,new-zealand,1982,19.552,,6.13,"24,768","21,488","6,823.9","5,685","3,992","19,572",79.02%,"3,149,000"
982,new-zealand,1981,17.848,,5.64,"23,240","20,068","6,421.7","5,687","3,994","20,895",89.91%,"3,125,000"
983,new-zealand,1980,18.021,,5.73,"23,066","20,217","6,505.0","5,677","3,952","20,930",90.74%,"3,108,000"
984,usa,2020,"4,535.301",0.23,13.68,"4,050,825","3,843,833","11,656.1","1,143,266","292,543","846,997",20.91%,"329,770,000"
985,usa,2019,"5,036.047",0.24,15.30,"4,162,813","3,989,566","12,143.1","1,122,323","262,301","776,961",18.66%,"328,547,000"
986,usa,2018,"5,159.307",0.26,15.79,"4,207,817","4,032,838","12,332.0","1,114,287","244,239","749,328",17.81%,"327,023,000"
987,usa,2017,"5,005.532",0.26,15.43,"4,058,261","3,888,461","11,954.2","1,100,517","229,837","723,669",17.83%,"325,280,000"
988,usa,2016,"5,076.983",0.27,15.76,"4,095,487","3,921,118","12,134.9","1,087,098","214,472","642,012",15.68%,"323,127,513"
989,usa,2015,"5,179.691",0.28,16.19,"4,091,740","3,914,299","12,198.0","1,073,833","194,110","572,408",13.99%,"320,896,618"
990,usa,2014,"5,290.056",0.29,16.65,"4,104,839","3,914,507","12,288.0","1,075,749","180,400","563,273",13.72%,"318,563,456"
991,usa,2013,"5,271.158",0.30,16.71,"4,074,096","3,876,461","12,259.3","1,060,064","164,107","543,793",13.35%,"316,204,908"
992,usa,2012,"5,136.008",0.29,16.39,"4,053,916","3,838,457","12,224.5","1,063,033","157,622","514,511",12.69%,"313,998,379"
993,usa,2011,"5,354.327",0.31,17.21,"4,103,966","3,886,426","12,470.0","1,051,251","141,292","531,315",12.95%,"311,663,358"
994,usa,2010,"5,571.872",0.33,18.05,"4,127,471","3,889,162","12,572.1","1,039,062","133,520","442,642",10.72%,"309,348,193"
995,usa,2009,"5,324.911",0.33,17.40,"3,951,859","3,725,262","12,143.4","1,025,400","127,958","431,181",10.91%,"306,771,529"
996,usa,2008,"5,745.799",0.34,18.94,"4,120,525","3,867,299","12,717.5","1,010,173","117,338","393,873",9.56%,"304,093,966"
997,usa,2007,"5,934.180",0.35,19.74,"4,157,452","3,890,938","12,916.8","994,889","108,742","365,686",8.80%,"301,231,207"
998,usa,2006,"5,845.477",0.35,19.63,"4,065,203","3,817,347","12,793.6","986,214","102,816","399,247",9.82%,"298,379,912"
999,usa,2005,"5,950.701",0.37,20.16,"4,055,766","3,811,328","12,897.2","978,019","99,632","370,815",9.14%,"295,516,599"
1000,usa,2004,"5,940.870",0.38,20.31,"3,970,784","3,716,179","12,691.6","962,942","97,104","365,946",9.22%,"292,805,298"
1001,usa,2003,"5,858.757",0.39,20.20,"3,883,370","3,662,214","12,623.6","948,448","97,532","369,523",9.52%,"290,107,933"
1002,usa,2002,"5,790.906",0.40,20.14,"3,858,611","3,631,809","12,626.9","905,301","96,752","357,123",9.26%,"287,625,193"
1003,usa,2001,"5,956.920",0.42,20.91,"3,736,777","3,557,240","12,482.9","848,254","95,537","299,770",8.02%,"284,968,955"
1004,usa,2000,"6,004.317",0.42,21.29,"3,802,216","3,592,467","12,731.9","811,719","95,454","361,383",9.50%,"282,162,411"
1005,usa,1999,"5,840.840",0.43,20.95,"3,694,907","3,483,814","12,485.0","768,962","79,393","403,080",10.91%,"279,040,168"
1006,usa,1998,"5,829.419",0.45,21.16,"3,620,379","3,425,180","12,416.6","759,615","79,151","404,079",11.16%,"275,854,104"
